PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Cabin_num,Side
0044_01,0,1,2,55.0,0,0.0,0.0,0.0,0.0,0.0,Jodye Coopelandez,False,6,3,0
0044_02,0,1,0,4.0,0,0.0,0.0,0.0,0.0,0.0,Kayne Coopelandez,True,6,3,0
0044_03,0,1,1,21.0,0,0.0,0.0,0.0,0.0,0.0,Cassa Coopelandez,True,6,3,0
0045_01,2,0,2,21.0,0,970.0,970.0,970.0,970.0,970.0,Zelowl Chmad,False,5,10,0
0045_02,2,1,3,19.0,0,0.0,0.0,0.0,0.0,0.0,Mass Chmad,True,5,10,0
0050_01,0,0,0,35.0,0,790.0,790.0,790.0,790.0,790.0,Sony Lancis,False,4,1,1
0051_01,0,0,2,56.0,0,0.0,0.0,0.0,0.0,0.0,Vivia Johnshines,False,4,2,1
0052_01,0,0,2,27.0,0,4.0,4.0,4.0,4.0,4.0,Elaney Hubbarton,False,6,6,1
0053_01,0,0,2,25.0,0,0.0,0.0,0.0,0.0,0.0,Elson Hickerson,True,5,11,1
0056_01,1,0,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0,1,1
0056_02,1,1,2,38.0,0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0,1,1
0056_03,1,0,2,27.0,0,279.0,279.0,279.0,279.0,279.0,Zinoces Tractive,True,0,1,1
0058_01,0,1,1,36.0,0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,6,7,1
0061_01,0,0,2,22.0,0,45.0,45.0,45.0,45.0,45.0,Shanya Salez,False,5,12,1
0062_01,0,0,2,62.0,0,0.0,0.0,0.0,0.0,0.0,Sterry Greeves,False,5,13,1
0064_01,2,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,,True,5,14,1
0064_02,3,1,2,33.0,0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,4,3,1
0066_01,0,0,2,62.0,0,1.0,1.0,1.0,1.0,1.0,Diandy Pecketton,False,6,6,0
0067_01,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,6,10,1
0067_02,0,0,2,18.0,0,1.0,1.0,1.0,1.0,1.0,Celine Leeves,True,6,10,1
0067_03,0,0,0,21.0,0,1946.0,1946.0,1946.0,1946.0,1946.0,Velyne Leeves,False,5,15,1
0068_01,2,0,2,27.0,0,793.0,793.0,793.0,793.0,793.0,Cinst Binie,False,4,4,1
0069_01,0,0,2,42.0,0,887.0,887.0,887.0,887.0,887.0,,True,5,16,1
0070_01,0,0,2,19.0,0,190.0,190.0,190.0,190.0,190.0,Meremy Brighttt,False,5,13,0
0071_01,0,0,2,17.0,0,16.0,16.0,16.0,16.0,16.0,Nelly Dillines,False,5,14,0
0072_01,0,0,2,14.0,0,0.0,0.0,0.0,0.0,0.0,Thell Brantuarez,False,5,17,1
0073_01,2,0,1,37.0,0,46.0,46.0,46.0,46.0,46.0,Gorn Make,False,3,3,0
0074_01,1,0,2,42.0,0,1.0,1.0,1.0,1.0,1.0,Aldibah Mostedry,True,2,3,1
0076_01,2,0,2,27.0,0,147.0,147.0,147.0,147.0,147.0,Conk Dal,True,5,18,1
0077_01,2,0,2,28.0,0,14.0,14.0,14.0,14.0,14.0,Pon Blité,True,5,15,0
0078_01,1,0,2,38.0,0,0.0,0.0,0.0,0.0,0.0,Spuri Pokerheed,False,2,4,1
0081_01,0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,6,13,1
0082_01,2,0,2,42.0,0,7406.0,7406.0,7406.0,7406.0,7406.0,Totse Datte,False,5,16,0
0082_02,2,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,5,16,0
0082_03,2,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,,True,5,16,0
0084_01,0,0,2,24.0,0,688.0,688.0,688.0,688.0,688.0,Coren Coopezmaney,True,6,14,1
0085_01,1,1,2,40.0,0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,2,5,1
0086_01,0,0,2,43.0,0,211.0,211.0,211.0,211.0,211.0,Jodye Kinson,False,5,17,0
0088_01,2,1,1,45.0,0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,4,5,1
0090_01,0,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,6,15,1
0091_01,0,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,6,16,1
0091_02,0,0,2,27.0,0,1.0,1.0,1.0,1.0,1.0,Tinez Yorkland,False,5,20,1
0092_01,0,0,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Gracy Dunnisey,False,6,9,0
0092_02,0,1,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,6,9,0
0092_03,0,1,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,6,9,0
0097_01,1,0,2,54.0,0,0.0,0.0,0.0,0.0,0.0,Alchium Fictful,False,0,2,1
0098_01,0,0,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Doria Carezquez,False,6,11,0
0098_02,0,0,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Leence Carezquez,True,6,11,0
0099_01,0,0,1,23.0,0,311.0,311.0,311.0,311.0,311.0,Aliey Leetersoney,False,5,19,0
0099_02,0,2,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,6,12,0
0101_01,2,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,Book Trad,True,8,30.549435004179188,2
0102_01,0,0,2,18.0,0,0.0,0.0,0.0,0.0,0.0,Ritany Holson,False,5,23,1
0103_01,0,0,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Arlen Mclainez,True,5,24,1
0103_02,0,1,0,9.0,0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,6,18,1
0103_03,0,1,2,6.0,0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,6,18,1
0105_01,0,2,2,27.0,0,0.0,0.0,0.0,0.0,0.0,Carry Cleachrand,False,5,21,0
0107_01,2,0,2,21.0,0,1743.0,1743.0,1743.0,1743.0,1743.0,Coobix Hart,False,3,2,1
0108_01,0,1,2,23.0,0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,6,19,1
0108_02,0,0,2,31.0,0,562.0,562.0,562.0,562.0,562.0,,False,6,19,1
0108_03,0,0,2,0.0,2,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,6,19,1
0110_01,1,0,2,32.0,0,0.0,0.0,0.0,0.0,0.0,Graviph Aloubtled,False,8,30.549435004179188,2
0110_02,1,2,2,40.0,0,0.0,0.0,0.0,0.0,0.0,Aldeba Bootious,False,1,5,0
0110_03,1,0,2,42.0,0,2209.0,2209.0,2209.0,2209.0,2209.0,Alaratz Aloubtled,True,1,5,0
0110_04,1,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,1,5,0
0111_01,1,1,2,29.0,0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,4,6,1
0112_01,1,0,0,48.0,1,0.0,0.0,0.0,0.0,0.0,Moth Cowtale,True,1,1,1
0113_01,0,0,2,64.0,0,0.0,0.0,0.0,0.0,0.0,Idary Carvis,True,5,23,0
0114_01,0,0,2,27.0,0,82.0,82.0,82.0,82.0,82.0,Maura Beckerson,False,6,20,1
0115_01,2,2,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True,5,24,0
0116_01,1,0,2,33.0,0,1.0,1.0,1.0,1.0,1.0,Alhenah Suptive,True,3,4,0
0119_01,3,0,2,39.0,0,0.0,0.0,0.0,0.0,0.0,Batan Coning,False,0,0,0
0119_02,1,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,0,0,0
0120_01,2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,5,25,0
0122_01,0,0,2,29.0,0,0.0,0.0,0.0,0.0,0.0,Shelle Hayder,False,6,21,1
0123_01,0,0,2,18.0,0,55.0,55.0,55.0,55.0,55.0,Iree Fielson,False,5,27,0
0126_01,2,1,2,67.0,0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,5,27,1
0127_01,2,0,2,35.0,0,701.0,701.0,701.0,701.0,701.0,Miloss Mesty,False,4,7,1
0128_01,2,0,2,61.0,1,2353.0,2353.0,2353.0,2353.0,2353.0,Grohs Fles,False,3,3,1
0128_02,2,0,2,45.0,0,2103.0,2103.0,2103.0,2103.0,2103.0,Barave Fles,False,4,8,1
0129_01,0,1,1,22.0,0,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,6,22,1
0133_01,2,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,5,29,1
0133_02,2,0,2,36.0,0,2738.0,2738.0,2738.0,2738.0,2738.0,Egrasp Blie,False,3,5,1
0134_01,0,0,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Camina Harmontry,True,6,17,0
0136_01,0,0,1,47.0,0,97.0,97.0,97.0,97.0,97.0,,False,6,23,1
0138_01,0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,6,18,0
0138_02,0,0,3,34.0,0,0.0,0.0,0.0,0.0,0.0,Monah Gambs,False,4,5,0
0139_01,1,1,0,35.0,0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,2,6,1
0140_01,0,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,6,19,0
0140_02,0,0,2,26.0,0,440.0,440.0,440.0,440.0,440.0,Verney Whitakers,False,5,29,0
0141_01,2,0,2,31.0,0,,,,,,Pyrohs Harte,False,5,30,0
0144_01,0,0,2,20.0,0,0.0,0.0,0.0,0.0,0.0,Guadae Dayers,True,5,31,1
0146_01,0,0,2,56.0,0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,6,25,1
0147_01,0,1,2,50.0,0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,6,26,1
0148_01,2,0,2,42.0,0,1072.0,1072.0,1072.0,1072.0,1072.0,Corsh Pashe,False,5,31,0
0149_01,0,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,6,27,1
0151_01,0,1,0,38.0,0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,6,20,0
0152_01,0,0,3,41.0,0,0.0,0.0,0.0,0.0,0.0,Andan Estron,False,5,32,0
0160_01,0,0,2,22.0,0,4119.0,4119.0,4119.0,4119.0,4119.0,Gory Atkinney,False,6,22,0
0163_01,1,1,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,1,8,0
0163_02,1,1,2,17.0,0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,1,8,0
0164_01,0,0,2,57.0,0,50.0,50.0,50.0,50.0,50.0,Fany Hutchinton,True,6,28,1
0164_02,0,1,1,17.0,0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,6,28,1
0165_01,2,1,2,35.0,2,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,5,37,0
0167_01,2,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,5,35,1
0167_02,2,0,2,27.0,0,1365.0,1365.0,1365.0,1365.0,1365.0,Rios Floaf,False,5,35,1
0169_01,0,1,2,31.0,0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,6,23,0
0170_01,0,0,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Mollie Mcmahoney,False,4,10,1
0171_01,0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,6,30,1
0172_01,0,1,2,32.0,0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,6,24,0
0173_01,0,2,2,58.0,0,0.0,0.0,0.0,0.0,0.0,Hilip Grifford,True,4,11,1
0174_01,0,0,0,21.0,0,287.0,287.0,287.0,287.0,287.0,Doryn Lambles,False,5,38,0
0177_01,1,0,2,38.0,0,0.0,0.0,0.0,0.0,0.0,Toperon Iniouser,False,1,2,1
0178_01,2,0,2,38.0,0,3414.0,3414.0,3414.0,3414.0,3414.0,Wees Knik,False,3,6,1
0179_01,0,0,2,19.0,0,1.0,1.0,1.0,1.0,1.0,Elaney Webstephrey,True,6,26,0
0179_02,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False,6,26,0
0179_03,0,0,2,3.0,0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,6,26,0
0181_01,0,0,2,20.0,0,0.0,0.0,0.0,0.0,0.0,Nancis Brighttt,False,6,27,0
0182_01,1,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,2,3,0
0183_01,0,0,2,37.0,0,17.0,17.0,17.0,17.0,17.0,Stany Weaves,True,5,36,1
0186_01,0,0,2,25.0,0,62.0,62.0,62.0,62.0,62.0,Camiet Shephendry,False,6,28,0
0188_01,0,1,2,56.0,0,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,6,31,1
0189_01,0,0,0,49.0,0,84.0,84.0,84.0,84.0,84.0,Helly Booters,False,4,8,0
0190_01,0,1,0,11.0,0,0.0,0.0,0.0,0.0,0.0,,False,6,32,1
0192_01,0,1,2,1.0,0,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,6,29,0
0192_02,0,0,2,8.0,0,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,6,29,0
0192_03,0,0,2,39.0,0,0.0,0.0,0.0,0.0,0.0,Lilace Adavisons,False,6,29,0
0193_01,2,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,5,41,0
0193_02,2,0,2,23.0,0,,,,,,Frook Raf,False,5,41,0
0193_03,2,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,5,41,0
0195_01,2,0,2,39.0,0,406.0,406.0,406.0,406.0,406.0,Bar Floaf,True,5,42,0
0196_01,2,0,1,25.0,0,1052.0,1052.0,1052.0,1052.0,1052.0,Caper Emead,False,3,5,0
0197_01,1,0,2,36.0,0,0.0,0.0,0.0,0.0,0.0,Astrak Dissper,False,2,5,0
0198_01,0,2,1,52.0,0,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,True,6,30,0
0199_01,0,1,2,18.0,0,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False,6,33,1
0200_01,0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True,6,31,0
0201_01,1,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True,1,3,1
0201_02,1,1,2,47.0,0,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True,1,3,1
0202_01,1,1,0,45.0,0,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True,1,9,0
0202_02,1,0,0,27.0,0,0.0,0.0,0.0,0.0,0.0,Vegas Embleng,True,0,2,0
0203_01,1,1,2,51.0,0,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True,2,8,1
0205_01,0,0,2,29.0,0,0.0,0.0,0.0,0.0,0.0,Carma Oneiles,False,6,34,1
0206_01,1,0,0,27.0,0,2.0,2.0,2.0,2.0,2.0,Nuson Brugashed,True,2,9,1
0207_01,0,1,1,19.0,0,0.0,0.0,0.0,0.0,0.0,Thony Mcfaddennon,False,6,32,0
0210_01,3,1,0,24.0,0,0.0,0.0,0.0,0.0,0.0,Arraid Inicont,True,3,6,0
0211_01,2,0,2,29.0,0,902.0,902.0,902.0,902.0,902.0,Pebuts Appie,True,5,44,0
0211_02,2,1,2,11.0,0,0.0,0.0,0.0,0.0,0.0,Corsh Appie,True,5,44,0
0211_03,2,0,2,17.0,0,848.0,848.0,848.0,848.0,848.0,Picers Date,False,5,44,0
0212_01,0,0,2,13.0,0,192.0,192.0,192.0,192.0,192.0,Inen Workmans,False,4,9,0
0212_02,0,0,2,35.0,0,147.0,147.0,147.0,147.0,147.0,Shally Workmans,False,5,45,0
0213_01,0,0,2,21.0,0,367.0,367.0,367.0,367.0,367.0,Carita Navages,False,5,46,0
0216_01,0,0,0,21.0,0,0.0,0.0,0.0,0.0,0.0,Searla Garnes,False,5,40,1
0217_01,0,0,2,38.0,0,1517.0,1517.0,1517.0,1517.0,1517.0,Prilly Shieldson,False,5,47,0
0219_01,0,1,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Nica River,True,6,36,0
0220_01,0,1,2,2.0,0,0.0,0.0,0.0,0.0,0.0,Tyle Wilsoney,True,6,37,0
0220_02,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,Wena Wilsoney,True,6,37,0
0220_03,0,1,2,13.0,0,0.0,0.0,0.0,0.0,0.0,Branca Wilsoney,False,6,37,0
0220_04,0,0,2,25.0,0,122.0,122.0,122.0,122.0,122.0,Dont Wilsoney,False,4,10,0
0220_05,0,0,2,16.0,0,0.0,0.0,0.0,0.0,0.0,Velyne Wilsoney,False,5,48,0
0220_06,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,Weney Wilsoney,False,6,37,0
0220_07,0,1,2,15.0,0,0.0,0.0,0.0,0.0,0.0,Guye Wilsoney,True,6,37,0
0221_01,2,0,0,21.0,0,2237.0,2237.0,2237.0,2237.0,2237.0,Cowhex Blan,False,4,13,1
0221_02,2,0,2,23.0,0,1215.0,1215.0,1215.0,1215.0,1215.0,Yogark Reke,False,4,13,1
0221_03,2,0,2,33.0,0,1933.0,1933.0,1933.0,1933.0,1933.0,Jacks Reke,False,4,13,1
0221_04,2,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Eerch Reke,True,4,13,1
0221_05,2,0,2,41.0,0,1230.0,1230.0,1230.0,1230.0,1230.0,Panbug Reke,False,4,13,1
0221_06,2,0,2,16.0,0,915.0,915.0,915.0,915.0,915.0,Gran Reke,False,4,13,1
0221_07,2,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,Rohs Reke,False,4,13,1
0222_01,2,0,2,20.0,0,1406.0,1406.0,1406.0,1406.0,1406.0,Gone Perte,False,5,41,1
0222_02,2,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Colf Deva,True,5,41,1
0222_03,2,1,2,16.0,0,0.0,0.0,0.0,0.0,0.0,Grake Perte,True,4,14,1
0223_01,0,0,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Evan Sykess,False,6,35,1
0224_01,2,0,2,32.0,1,181.0,181.0,181.0,181.0,181.0,Blues Queen,False,5,42,1
0225_01,0,1,1,58.0,0,0.0,0.0,0.0,0.0,0.0,Carly Hortis,True,6,38,0
0229_01,0,0,2,24.0,0,4.0,4.0,4.0,4.0,4.0,Done Sellahaney,False,5,43,1
0231_01,2,0,2,30.0,0,85.0,85.0,85.0,85.0,85.0,Krus Nate,False,5,44,1
0232_01,0,1,1,27.0,0,0.0,0.0,0.0,0.0,0.0,Nica Bakerrison,False,6,36,1
0233_01,2,0,2,32.0,0,56.0,56.0,56.0,56.0,56.0,Teda Wist,False,5,45,1
0234_01,0,0,2,43.0,0,,,,,,Keitha Josey,False,5,50,0
0237_01,1,1,2,42.0,0,0.0,0.0,0.0,0.0,0.0,Weias Aginge,True,1,11,0
0239_01,2,0,2,37.0,0,637.0,637.0,637.0,637.0,637.0,Diedow Resty,False,8,30.549435004179188,2
0240_01,2,1,2,35.0,0,0.0,0.0,0.0,0.0,0.0,Puffes Crie,True,5,52,0
0241_01,1,2,0,33.0,0,0.0,0.0,0.0,0.0,0.0,Alas Dischod,False,4,11,0
0242_01,3,0,2,18.0,0,313.0,313.0,313.0,313.0,313.0,Almone Sté,False,5,46,1
0243_01,0,1,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Lilace Cartyernan,False,6,37,1
0244_01,2,1,2,43.0,0,0.0,0.0,0.0,0.0,0.0,Froos Sad,True,8,30.549435004179188,2
0244_02,2,1,0,14.0,2,0.0,0.0,0.0,0.0,0.0,Tous Sad,True,5,47,1
0245_01,1,0,0,46.0,0,0.0,0.0,0.0,0.0,0.0,Glueba Repumparte,True,2,6,0
0245_02,1,0,2,33.0,0,0.0,0.0,0.0,0.0,0.0,Anchib Repumparte,False,2,6,0
0246_01,2,0,2,21.0,0,2947.0,2947.0,2947.0,2947.0,2947.0,Mele Sesa,False,3,8,0
0248_01,1,0,2,33.0,0,0.0,0.0,0.0,0.0,0.0,Genifi Spanxibus,False,2,10,1
0250_01,0,1,1,47.0,0,0.0,0.0,0.0,0.0,0.0,Camily Kramosley,False,6,38,1
0251_01,3,1,0,54.0,0,0.0,0.0,0.0,0.0,0.0,Diphah Amsive,True,2,11,1
0252_01,0,0,2,30.0,0,335.0,335.0,335.0,335.0,335.0,Leenny Byerry,False,5,53,0
0253_01,0,0,2,29.0,0,272.0,272.0,272.0,272.0,272.0,Dawne Cardner,False,6,42,0
0254_01,0,0,2,21.0,0,702.0,702.0,702.0,702.0,702.0,Race Stenson,True,5,54,0
0255_01,1,1,2,24.0,0,0.0,0.0,0.0,0.0,0.0,Ashir Mingious,True,0,3,1
0257_01,2,0,0,21.0,0,1664.0,1664.0,1664.0,1664.0,1664.0,Errohs Berte,False,5,49,1
0257_02,2,1,2,60.0,0,0.0,0.0,0.0,0.0,0.0,Squars Berte,True,5,49,1
0258_01,0,0,2,22.0,0,0.0,0.0,0.0,0.0,0.0,Feryla Cooperkins,False,5,50,1
0260_01,1,0,2,26.0,0,0.0,0.0,0.0,0.0,0.0,Segino Inderly,False,4,16,1
0261_01,0,0,2,26.0,0,66.0,66.0,66.0,66.0,66.0,Dord Bookerson,False,5,56,0
0263_01,0,1,2,28.0,0,0.0,0.0,0.0,0.0,0.0,Maen Merkins,True,6,43,0
0265_01,1,1,2,39.0,0,0.0,0.0,0.0,0.0,0.0,Etair Herpumble,True,3,8,1
0267_01,0,0,2,13.0,0,118.0,118.0,118.0,118.0,118.0,Lilace Sancockett,False,5,51,1
0269_01,0,0,0,47.0,0,0.0,0.0,0.0,0.0,0.0,Lerome Polliamposs,True,5,52,1
0270_01,0,0,2,63.0,0,0.0,0.0,0.0,0.0,0.0,Cathya Fryersonis,False,5,59,0
0275_01,1,1,0,27.0,0,0.0,0.0,0.0,0.0,0.0,Terf Obnoble,True,3,9,1
0277_01,0,0,0,50.0,0,44.0,44.0,44.0,44.0,44.0,Byront Mcdanield,True,5,61,0
0278_01,0,0,2,35.0,0,0.0,0.0,0.0,0.0,0.0,Judya Beachez,False,8,30.549435004179188,2
0278_02,0,0,2,45.0,0,0.0,0.0,0.0,0.0,0.0,Marice Beachez,False,6,45,0
0281_01,0,0,2,19.0,0,0.0,0.0,0.0,0.0,0.0,Derine Pierry,True,5,63,0
0282_01,0,0,2,21.0,0,0.0,0.0,0.0,0.0,0.0,Valex Baketton,True,5,54,1
